LABEL	NAME	GENE_MODEL
PF00152	tRNA synthetases class II (D, K and N)	Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab348620;Zm00024ab064710;Zm00024ab195500;Zm00024ab125850;Zm00024ab121990;Zm00024ab121990;Zm00024ab222810;Zm00024ab222810;Zm00024ab106870;Zm00024ab125850;Zm00024ab106870;Zm00024ab346220;Zm00024ab050150;Zm00024ab234910;Zm00024ab234910;Zm00024ab050150;Zm00024ab050150;Zm00024ab050150;Zm00024ab328290
PF00153	Mitochondrial carrier protein	Zm00024ab394530;Zm00024ab394530;Zm00024ab394530;Zm00024ab394530;Zm00024ab394530;Zm00024ab394530;Zm00024ab091690;Zm00024ab091690;Zm00024ab091690;Zm00024ab097610;Zm00024ab007270;Zm00024ab007270;Zm00024ab007270;Zm00024ab091690;Zm00024ab091690;Zm00024ab091690;Zm00024ab167070;Zm00024ab167070;Zm00024ab167070;Zm00024ab091690;Zm00024ab091690;Zm00024ab091690;Zm00024ab364970;Zm00024ab364970;Zm00024ab364970;Zm00024ab364970;Zm00024ab364970;Zm00024ab364970;Zm00024ab030450;Zm00024ab196770;Zm00024ab196770;Zm00024ab394530;Zm00024ab394530;Zm00024ab394530;Zm00024ab181430;Zm00024ab181430;Zm00024ab181430;Zm00024ab044000;Zm00024ab044000;Zm00024ab044000;Zm00024ab044000;Zm00024ab044000;Zm00024ab209230;Zm00024ab209230;Zm00024ab209230;Zm00024ab006130;Zm00024ab006130;Zm00024ab006130;Zm00024ab291350;Zm00024ab291350;Zm00024ab291350;Zm00024ab044000;Zm00024ab044000;Zm00024ab338790;Zm00024ab044000;Zm00024ab044000;Zm00024ab044000;Zm00024ab409920;Zm00024ab409920;Zm00024ab409920;Zm00024ab209230;Zm00024ab209230;Zm00024ab209230;Zm00024ab243370;Zm00024ab243370;Zm00024ab243370;Zm00024ab209230;Zm00024ab209230;Zm00024ab437240;Zm00024ab419960;Zm00024ab419960;Zm00024ab165890;Zm00024ab165890;Zm00024ab165890;Zm00024ab419960;Zm00024ab419960;Zm00024ab419960;Zm00024ab000410;Zm00024ab133140;Zm00024ab133140;Zm00024ab323970;Zm00024ab323970;Zm00024ab323970;Zm00024ab419960;Zm00024ab419960;Zm00024ab133140;Zm00024ab133140;Zm00024ab133140;Zm00024ab419960;Zm00024ab419960;Zm00024ab311160;Zm00024ab311160;Zm00024ab311160;Zm00024ab311160;Zm00024ab311160;Zm00024ab311160;Zm00024ab126490;Zm00024ab126490;Zm00024ab437240;Zm00024ab352800;Zm00024ab352800;Zm00024ab352800;Zm00024ab311160;Zm00024ab311160;Zm00024ab311160;Zm00024ab336790;Zm00024ab336790;Zm00024ab336790;Zm00024ab130330;Zm00024ab130330;Zm00024ab130330;Zm00024ab419960;Zm00024ab419960;Zm00024ab419960;Zm00024ab389860;Zm00024ab389860;Zm00024ab389860;Zm00024ab106130;Zm00024ab106130;Zm00024ab106130;Zm00024ab106130;Zm00024ab007280;Zm00024ab007280;Zm00024ab007280;Zm00024ab256990;Zm00024ab256990;Zm00024ab256990;Zm00024ab256990;Zm00024ab256990;Zm00024ab256990;Zm00024ab256990;Zm00024ab256990;Zm00024ab256990;Zm00024ab256990;Zm00024ab014030;Zm00024ab014030;Zm00024ab014030;Zm00024ab292700;Zm00024ab292700;Zm00024ab012130;Zm00024ab012130;Zm00024ab106130;Zm00024ab106130;Zm00024ab347790;Zm00024ab347790;Zm00024ab347790;Zm00024ab347790;Zm00024ab347790;Zm00024ab347790;Zm00024ab362230;Zm00024ab362230;Zm00024ab362230;Zm00024ab362230;Zm00024ab362230;Zm00024ab362230;Zm00024ab384490;Zm00024ab219040;Zm00024ab219040;Zm00024ab219040;Zm00024ab014280;Zm00024ab014280;Zm00024ab014280;Zm00024ab239740;Zm00024ab239740;Zm00024ab239740;Zm00024ab384490;Zm00024ab024770;Zm00024ab024770;Zm00024ab024770;Zm00024ab371540;Zm00024ab371540;Zm00024ab371540;Zm00024ab406310;Zm00024ab406310;Zm00024ab406310;Zm00024ab096050;Zm00024ab096050;Zm00024ab096050;Zm00024ab354600;Zm00024ab354600;Zm00024ab354600;Zm00024ab002240;Zm00024ab002240;Zm00024ab002240;Zm00024ab354600;Zm00024ab354600;Zm00024ab354600;Zm00024ab369180;Zm00024ab369180;Zm00024ab082710;Zm00024ab082710;Zm00024ab082710;Zm00024ab369180;Zm00024ab369180;Zm00024ab002240;Zm00024ab002240;Zm00024ab002240;Zm00024ab369180;Zm00024ab369180;Zm00024ab369180;Zm00024ab321600;Zm00024ab321600;Zm00024ab009040;Zm00024ab009040;Zm00024ab009040;Zm00024ab009040;Zm00024ab009040;Zm00024ab009040;Zm00024ab354600;Zm00024ab354600;Zm00024ab354600;Zm00024ab082710;Zm00024ab082710;Zm00024ab429010;Zm00024ab429010;Zm00024ab429010;Zm00024ab096050;Zm00024ab096050;Zm00024ab096050;Zm00024ab371540;Zm00024ab371540;Zm00024ab371540;Zm00024ab369180;Zm00024ab369180;Zm00024ab369180;Zm00024ab226820;Zm00024ab226820;Zm00024ab226820;Zm00024ab038090;Zm00024ab038090;Zm00024ab102010;Zm00024ab102010;Zm00024ab200090;Zm00024ab200090;Zm00024ab192780;Zm00024ab192780;Zm00024ab303200;Zm00024ab303200;Zm00024ab303200;Zm00024ab410760;Zm00024ab410760;Zm00024ab410760;Zm00024ab058380;Zm00024ab058380;Zm00024ab058380;Zm00024ab192780;Zm00024ab192780;Zm00024ab192780;Zm00024ab192780;Zm00024ab192780;Zm00024ab192780;Zm00024ab192780;Zm00024ab192780;Zm00024ab192780;Zm00024ab012260;Zm00024ab012260;Zm00024ab012260;Zm00024ab200130;Zm00024ab200130;Zm00024ab346210;Zm00024ab346210;Zm00024ab346210;Zm00024ab346210;Zm00024ab346210;Zm00024ab444910;Zm00024ab444910;Zm00024ab444910;Zm00024ab126500;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab190170;Zm00024ab190170;Zm00024ab190170;Zm00024ab260320;Zm00024ab260320;Zm00024ab260320;Zm00024ab260320;Zm00024ab260320;Zm00024ab260320;Zm00024ab039060;Zm00024ab039060;Zm00024ab039060;Zm00024ab393680;Zm00024ab393680;Zm00024ab393680;Zm00024ab393680;Zm00024ab393680;Zm00024ab393680;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab358540;Zm00024ab358540;Zm00024ab358540;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab289250;Zm00024ab260320;Zm00024ab260320;Zm00024ab036350;Zm00024ab036350;Zm00024ab036350;Zm00024ab243990;Zm00024ab243990;Zm00024ab243990;Zm00024ab354580;Zm00024ab114240;Zm00024ab114240;Zm00024ab405030;Zm00024ab405030;Zm00024ab405030;Zm00024ab299780;Zm00024ab299780;Zm00024ab299780;Zm00024ab042510;Zm00024ab042510;Zm00024ab042510;Zm00024ab144820;Zm00024ab144820;Zm00024ab144820;Zm00024ab144820;Zm00024ab144820;Zm00024ab144820;Zm00024ab042510;Zm00024ab042510;Zm00024ab042510;Zm00024ab042510;Zm00024ab042510;Zm00024ab042510;Zm00024ab144820;Zm00024ab144820;Zm00024ab144820;Zm00024ab257710;Zm00024ab257710;Zm00024ab257710;Zm00024ab257710;Zm00024ab257710;Zm00024ab257710;Zm00024ab243990;Zm00024ab243990;Zm00024ab243990;Zm00024ab288410;Zm00024ab288410;Zm00024ab288410;Zm00024ab288410;Zm00024ab288410;Zm00024ab288410;Zm00024ab243990;Zm00024ab243990;Zm00024ab142870;Zm00024ab142870;Zm00024ab142870
PF00154	recA bacterial DNA recombination protein	Zm00024ab147020;Zm00024ab144210;Zm00024ab051650;Zm00024ab144200;Zm00024ab373470
PF00155	Aminotransferase class I and II	Zm00024ab438820;Zm00024ab401470;Zm00024ab123040;Zm00024ab123040;Zm00024ab438820;Zm00024ab056780;Zm00024ab334270;Zm00024ab256380;Zm00024ab349370;Zm00024ab349370;Zm00024ab349370;Zm00024ab148920;Zm00024ab148920;Zm00024ab343990;Zm00024ab343990;Zm00024ab343990;Zm00024ab227060;Zm00024ab148920;Zm00024ab148920;Zm00024ab343990;Zm00024ab181180;Zm00024ab170480;Zm00024ab170480;Zm00024ab356080;Zm00024ab074240;Zm00024ab404920;Zm00024ab451470;Zm00024ab356080;Zm00024ab245000;Zm00024ab091680;Zm00024ab008830;Zm00024ab074240;Zm00024ab074240;Zm00024ab008610;Zm00024ab173190;Zm00024ab182220;Zm00024ab445100;Zm00024ab371770;Zm00024ab133410;Zm00024ab133410;Zm00024ab115510;Zm00024ab120080;Zm00024ab262330;Zm00024ab154990;Zm00024ab154990;Zm00024ab262330;Zm00024ab320540;Zm00024ab154990;Zm00024ab154990;Zm00024ab386510;Zm00024ab114740;Zm00024ab320540;Zm00024ab320540;Zm00024ab154990;Zm00024ab224820;Zm00024ab224820;Zm00024ab024130;Zm00024ab386510;Zm00024ab320540;Zm00024ab171470;Zm00024ab140870;Zm00024ab091080;Zm00024ab304030;Zm00024ab136600;Zm00024ab363750;Zm00024ab111130;Zm00024ab304030;Zm00024ab124200;Zm00024ab140870;Zm00024ab406990;Zm00024ab406990;Zm00024ab393490;Zm00024ab406990;Zm00024ab304030;Zm00024ab172190;Zm00024ab304030;Zm00024ab363750;Zm00024ab227050;Zm00024ab227050;Zm00024ab227050;Zm00024ab227050;Zm00024ab227050;Zm00024ab014520;Zm00024ab205120;Zm00024ab173210;Zm00024ab227050;Zm00024ab227050;Zm00024ab227050;Zm00024ab014520;Zm00024ab337400;Zm00024ab227050;Zm00024ab243200;Zm00024ab168590;Zm00024ab168590;Zm00024ab206690;Zm00024ab243200;Zm00024ab321540;Zm00024ab206690;Zm00024ab321540;Zm00024ab011490;Zm00024ab028520;Zm00024ab028520;Zm00024ab011910;Zm00024ab437620;Zm00024ab028520;Zm00024ab011910
PF00156	Phosphoribosyl transferase domain	Zm00024ab031100;Zm00024ab137080;Zm00024ab031100;Zm00024ab370800;Zm00024ab192300;Zm00024ab288130;Zm00024ab000120;Zm00024ab288130;Zm00024ab187720;Zm00024ab187720;Zm00024ab187720;Zm00024ab187720;Zm00024ab187720;Zm00024ab251080;Zm00024ab143620;Zm00024ab255360;Zm00024ab143620;Zm00024ab157150;Zm00024ab079330;Zm00024ab079330;Zm00024ab079330;Zm00024ab256740;Zm00024ab256740;Zm00024ab192330;Zm00024ab143630
PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	Zm00024ab230790;Zm00024ab450940;Zm00024ab450940;Zm00024ab450940;Zm00024ab246690;Zm00024ab408490;Zm00024ab230790;Zm00024ab230790;Zm00024ab450940;Zm00024ab108860;Zm00024ab108860;Zm00024ab184320;Zm00024ab284550;Zm00024ab279090;Zm00024ab284550;Zm00024ab283920;Zm00024ab298270;Zm00024ab079970;Zm00024ab179070;Zm00024ab272360;Zm00024ab209050;Zm00024ab330600;Zm00024ab326570;Zm00024ab326570;Zm00024ab008160;Zm00024ab344040;Zm00024ab230770;Zm00024ab326570;Zm00024ab326570;Zm00024ab326570;Zm00024ab326570;Zm00024ab239520;Zm00024ab339460;Zm00024ab339460;Zm00024ab031740;Zm00024ab339460;Zm00024ab230770;Zm00024ab326570;Zm00024ab341610;Zm00024ab386470;Zm00024ab376850;Zm00024ab215590;Zm00024ab039810;Zm00024ab386470;Zm00024ab065900;Zm00024ab386470;Zm00024ab118830;Zm00024ab118830;Zm00024ab180680;Zm00024ab413440;Zm00024ab097210;Zm00024ab246700;Zm00024ab363830;Zm00024ab363830;Zm00024ab383060;Zm00024ab413440;Zm00024ab321050;Zm00024ab413440;Zm00024ab026890;Zm00024ab163310;Zm00024ab306980;Zm00024ab306980;Zm00024ab306980;Zm00024ab274700;Zm00024ab249430;Zm00024ab043000;Zm00024ab277600;Zm00024ab248920;Zm00024ab348560;Zm00024ab415410;Zm00024ab324900;Zm00024ab339040;Zm00024ab339040;Zm00024ab339040;Zm00024ab339040;Zm00024ab000860;Zm00024ab000860;Zm00024ab000860;Zm00024ab116500;Zm00024ab116500;Zm00024ab306500;Zm00024ab436730;Zm00024ab320430
PF00161	Ribosome inactivating protein	Zm00024ab061050;Zm00024ab357710;Zm00024ab093860;Zm00024ab319450;Zm00024ab355740;Zm00024ab091900;Zm00024ab117930;Zm00024ab098410;Zm00024ab098410;Zm00024ab098410;Zm00024ab333240;Zm00024ab319490;Zm00024ab094320
PF00162	Phosphoglycerate kinase	Zm00024ab297040;Zm00024ab297040;Zm00024ab047990;Zm00024ab297040;Zm00024ab153110;Zm00024ab360280;Zm00024ab236650;Zm00024ab236650;Zm00024ab236650
PF00163	Ribosomal protein S4/S9 N-terminal domain	Zm00024ab111550;Zm00024ab400390;Zm00024ab111550;Zm00024ab446070;Zm00024ab447380;Zm00024ab400390;Zm00024ab448580;Zm00024ab355760;Zm00024ab140760;Zm00024ab285380;Zm00024ab285380
PF00164	Ribosomal protein S12/S23	Zm00024ab142590;Zm00024ab046160;Zm00024ab359260;Zm00024ab359260;Zm00024ab090310;Zm00024ab215310;Zm00024ab295400;Zm00024ab307160;Zm00024ab307160;Zm00024ab063250;Zm00024ab126640;Zm00024ab151200;Zm00024ab408930;Zm00024ab408930
PF00166	Chaperonin 10 Kd subunit	Zm00024ab101790;Zm00024ab101790;Zm00024ab398780;Zm00024ab018300;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab381980;Zm00024ab024430;Zm00024ab024430;Zm00024ab024430;Zm00024ab295950;Zm00024ab111920;Zm00024ab170740;Zm00024ab196240;Zm00024ab196240;Zm00024ab335850;Zm00024ab196240;Zm00024ab196240;Zm00024ab196240;Zm00024ab196240;Zm00024ab308130;Zm00024ab357370
PF00168	C2 domain	Zm00024ab286500;Zm00024ab286500;Zm00024ab290710;Zm00024ab366400;Zm00024ab304290;Zm00024ab325370;Zm00024ab304290;Zm00024ab328580;Zm00024ab396410;Zm00024ab396410;Zm00024ab396410;Zm00024ab396410;Zm00024ab396410;Zm00024ab396410;Zm00024ab396410;Zm00024ab396410;Zm00024ab396410;Zm00024ab313770;Zm00024ab313770;Zm00024ab190120;Zm00024ab190120;Zm00024ab190120;Zm00024ab206710;Zm00024ab402490;Zm00024ab233800;Zm00024ab076670;Zm00024ab076670;Zm00024ab105450;Zm00024ab105450;Zm00024ab232610;Zm00024ab105450;Zm00024ab105450;Zm00024ab076670;Zm00024ab294820;Zm00024ab294820;Zm00024ab294820;Zm00024ab093160;Zm00024ab246290;Zm00024ab246290;Zm00024ab246290;Zm00024ab246290;Zm00024ab124580;Zm00024ab124580;Zm00024ab124580;Zm00024ab124580;Zm00024ab124580;Zm00024ab124580;Zm00024ab124580;Zm00024ab221710;Zm00024ab221710;Zm00024ab221710;Zm00024ab221710;Zm00024ab292260;Zm00024ab370810;Zm00024ab394520;Zm00024ab314350;Zm00024ab124580;Zm00024ab124580;Zm00024ab124580;Zm00024ab394520;Zm00024ab394520;Zm00024ab069800;Zm00024ab069800;Zm00024ab189000;Zm00024ab314350;Zm00024ab314350;Zm00024ab021810;Zm00024ab144830;Zm00024ab019410;Zm00024ab019410;Zm00024ab019410;Zm00024ab019410;Zm00024ab314350;Zm00024ab306270;Zm00024ab306270;Zm00024ab306270;Zm00024ab306270;Zm00024ab332580;Zm00024ab332580;Zm00024ab021810;Zm00024ab019410;Zm00024ab019410;Zm00024ab019410;Zm00024ab019410;Zm00024ab246290;Zm00024ab246290;Zm00024ab292260;Zm00024ab314350;Zm00024ab314350;Zm00024ab370810;Zm00024ab380620;Zm00024ab019410;Zm00024ab338640;Zm00024ab371550;Zm00024ab204500;Zm00024ab204500;Zm00024ab204500;Zm00024ab240220;Zm00024ab375220;Zm00024ab240220;Zm00024ab098720;Zm00024ab365070;Zm00024ab365070;Zm00024ab365070;Zm00024ab365070;Zm00024ab240220;Zm00024ab240220;Zm00024ab105680;Zm00024ab400670;Zm00024ab281560;Zm00024ab034530;Zm00024ab034530;Zm00024ab263350;Zm00024ab263350;Zm00024ab263350;Zm00024ab263350;Zm00024ab034530;Zm00024ab034530;Zm00024ab034530;Zm00024ab338970;Zm00024ab338970;Zm00024ab338970;Zm00024ab338970;Zm00024ab177470;Zm00024ab109710;Zm00024ab109710;Zm00024ab109710;Zm00024ab343850;Zm00024ab162260;Zm00024ab343850;Zm00024ab343850;Zm00024ab356220;Zm00024ab356220;Zm00024ab356220;Zm00024ab034530;Zm00024ab034530;Zm00024ab437940;Zm00024ab152130;Zm00024ab127650;Zm00024ab127650;Zm00024ab127650;Zm00024ab011440;Zm00024ab250620;Zm00024ab097600;Zm00024ab311570;Zm00024ab257210;Zm00024ab311570;Zm00024ab311570;Zm00024ab437940;Zm00024ab257210;Zm00024ab257210;Zm00024ab077590;Zm00024ab077590;Zm00024ab077590;Zm00024ab001470;Zm00024ab280850;Zm00024ab280850;Zm00024ab280850;Zm00024ab280850;Zm00024ab280850;Zm00024ab280850;Zm00024ab280850;Zm00024ab280850;Zm00024ab280850;Zm00024ab409690;Zm00024ab409690;Zm00024ab409690;Zm00024ab013890;Zm00024ab240060;Zm00024ab240060;Zm00024ab190130;Zm00024ab190130;Zm00024ab190130;Zm00024ab194020;Zm00024ab281310;Zm00024ab111940;Zm00024ab111940;Zm00024ab190130;Zm00024ab190130;Zm00024ab190130;Zm00024ab401890;Zm00024ab288430;Zm00024ab107480;Zm00024ab240060;Zm00024ab240060;Zm00024ab066780;Zm00024ab066780;Zm00024ab066780;Zm00024ab066780;Zm00024ab066780;Zm00024ab066780;Zm00024ab066780;Zm00024ab066780;Zm00024ab039500;Zm00024ab133980;Zm00024ab280900;Zm00024ab280900;Zm00024ab280900;Zm00024ab328880;Zm00024ab228790;Zm00024ab228790;Zm00024ab090980;Zm00024ab039500;Zm00024ab290560;Zm00024ab290560;Zm00024ab370440;Zm00024ab337200;Zm00024ab120070;Zm00024ab113640;Zm00024ab344030;Zm00024ab232620;Zm00024ab344030;Zm00024ab025200;Zm00024ab025200;Zm00024ab025200;Zm00024ab025200;Zm00024ab201250;Zm00024ab081040;Zm00024ab081040;Zm00024ab394870;Zm00024ab113640;Zm00024ab394870;Zm00024ab394870;Zm00024ab101410;Zm00024ab025200;Zm00024ab025200;Zm00024ab081210;Zm00024ab081210;Zm00024ab081210;Zm00024ab104480;Zm00024ab395490;Zm00024ab106780;Zm00024ab106780;Zm00024ab106780;Zm00024ab106780;Zm00024ab389220;Zm00024ab389220;Zm00024ab444710;Zm00024ab150640;Zm00024ab194740;Zm00024ab444600;Zm00024ab008680;Zm00024ab436490;Zm00024ab192530;Zm00024ab192530;Zm00024ab192530
PF00169	PH domain	Zm00024ab228340;Zm00024ab228340;Zm00024ab011740;Zm00024ab149900;Zm00024ab042360;Zm00024ab046330;Zm00024ab258110;Zm00024ab273620;Zm00024ab017820;Zm00024ab119630;Zm00024ab119630;Zm00024ab119630;Zm00024ab119630;Zm00024ab112480;Zm00024ab379890;Zm00024ab066560;Zm00024ab354980;Zm00024ab303320;Zm00024ab387720;Zm00024ab324760;Zm00024ab336600;Zm00024ab406790;Zm00024ab406790;Zm00024ab037510;Zm00024ab291220;Zm00024ab285540
PF00170	bZIP transcription factor	Zm00024ab124500;Zm00024ab028630;Zm00024ab397770;Zm00024ab079860;Zm00024ab360020;Zm00024ab360020;Zm00024ab079860;Zm00024ab393730;Zm00024ab294550;Zm00024ab395810;Zm00024ab237080;Zm00024ab124500;Zm00024ab285900;Zm00024ab237080;Zm00024ab397770;Zm00024ab294550;Zm00024ab028630;Zm00024ab238850;Zm00024ab407530;Zm00024ab028950;Zm00024ab038680;Zm00024ab407530;Zm00024ab103530;Zm00024ab450700;Zm00024ab052230;Zm00024ab234800;Zm00024ab381320;Zm00024ab155340;Zm00024ab149190;Zm00024ab062770;Zm00024ab061700;Zm00024ab149190;Zm00024ab209700;Zm00024ab111990;Zm00024ab149190;Zm00024ab015610;Zm00024ab152470;Zm00024ab396420;Zm00024ab111990;Zm00024ab202510;Zm00024ab338830;Zm00024ab257460;Zm00024ab152470;Zm00024ab155340;Zm00024ab038020;Zm00024ab304830;Zm00024ab207810;Zm00024ab104680;Zm00024ab416740;Zm00024ab201690;Zm00024ab286210;Zm00024ab207810;Zm00024ab152790;Zm00024ab010790;Zm00024ab010790;Zm00024ab010790;Zm00024ab239670;Zm00024ab308730;Zm00024ab200390;Zm00024ab239670;Zm00024ab239670;Zm00024ab216460;Zm00024ab234450;Zm00024ab403240;Zm00024ab034320;Zm00024ab404400;Zm00024ab234450;Zm00024ab240560;Zm00024ab442230;Zm00024ab442230;Zm00024ab442230;Zm00024ab149670;Zm00024ab149670;Zm00024ab284400;Zm00024ab377290;Zm00024ab325440;Zm00024ab149670;Zm00024ab242870;Zm00024ab442230;Zm00024ab322680;Zm00024ab022030;Zm00024ab442230;Zm00024ab442230;Zm00024ab326510;Zm00024ab264400;Zm00024ab396180;Zm00024ab070280;Zm00024ab094290;Zm00024ab070280;Zm00024ab059580;Zm00024ab113090;Zm00024ab070280;Zm00024ab070280;Zm00024ab070280;Zm00024ab396180;Zm00024ab070280;Zm00024ab179510;Zm00024ab179510;Zm00024ab093960;Zm00024ab378840;Zm00024ab378840;Zm00024ab179510;Zm00024ab135780;Zm00024ab135780;Zm00024ab135780;Zm00024ab412390;Zm00024ab340230;Zm00024ab093960;Zm00024ab315640;Zm00024ab099360;Zm00024ab179510;Zm00024ab016660;Zm00024ab421820;Zm00024ab321680;Zm00024ab321680;Zm00024ab321680;Zm00024ab122010;Zm00024ab421820;Zm00024ab421820;Zm00024ab421820;Zm00024ab339660;Zm00024ab323480;Zm00024ab325420;Zm00024ab149690;Zm00024ab360150;Zm00024ab160650;Zm00024ab339660;Zm00024ab323480;Zm00024ab323480;Zm00024ab002190;Zm00024ab339660;Zm00024ab031710;Zm00024ab355880;Zm00024ab097060;Zm00024ab097060;Zm00024ab033460;Zm00024ab374720;Zm00024ab277200;Zm00024ab307170;Zm00024ab212260;Zm00024ab104440;Zm00024ab104440;Zm00024ab307170;Zm00024ab307170;Zm00024ab097060;Zm00024ab052780;Zm00024ab104440;Zm00024ab294380;Zm00024ab294380;Zm00024ab294380;Zm00024ab294380;Zm00024ab374940;Zm00024ab205550;Zm00024ab264240;Zm00024ab301820;Zm00024ab337580;Zm00024ab260250;Zm00024ab301820;Zm00024ab421030;Zm00024ab421030;Zm00024ab301820;Zm00024ab193190;Zm00024ab421030;Zm00024ab264240;Zm00024ab374960;Zm00024ab374960;Zm00024ab343910;Zm00024ab338100;Zm00024ab403900;Zm00024ab141950;Zm00024ab269870;Zm00024ab096310;Zm00024ab103020;Zm00024ab141950;Zm00024ab096310;Zm00024ab338180;Zm00024ab212500;Zm00024ab338100;Zm00024ab338100;Zm00024ab201620;Zm00024ab201620;Zm00024ab338100;Zm00024ab200490
PF00171	Aldehyde dehydrogenase family	Zm00024ab042370;Zm00024ab365190;Zm00024ab388550;Zm00024ab388550;Zm00024ab354930;Zm00024ab354930;Zm00024ab354930;Zm00024ab354930;Zm00024ab354930;Zm00024ab354930;Zm00024ab417510;Zm00024ab417510;Zm00024ab354930;Zm00024ab204670;Zm00024ab182060;Zm00024ab299620;Zm00024ab182710;Zm00024ab182060;Zm00024ab182060;Zm00024ab282320;Zm00024ab252790;Zm00024ab182060;Zm00024ab406410;Zm00024ab294940;Zm00024ab211690;Zm00024ab236930;Zm00024ab132000;Zm00024ab434600;Zm00024ab115370;Zm00024ab210380;Zm00024ab307760;Zm00024ab375650;Zm00024ab211700;Zm00024ab163700;Zm00024ab338230;Zm00024ab163700;Zm00024ab338230;Zm00024ab338230;Zm00024ab093140;Zm00024ab101870;Zm00024ab272530;Zm00024ab272530;Zm00024ab163690;Zm00024ab437760;Zm00024ab437760;Zm00024ab437760;Zm00024ab437760;Zm00024ab193310;Zm00024ab163690;Zm00024ab163690;Zm00024ab163690;Zm00024ab193310
PF00173	Cytochrome b5-like Heme/Steroid binding domain	Zm00024ab420550;Zm00024ab058360;Zm00024ab142410;Zm00024ab249530;Zm00024ab042490;Zm00024ab218300;Zm00024ab179360;Zm00024ab223530;Zm00024ab223530;Zm00024ab223530;Zm00024ab223530;Zm00024ab179360;Zm00024ab038460;Zm00024ab252860;Zm00024ab252470;Zm00024ab363600;Zm00024ab252860;Zm00024ab007930;Zm00024ab260540;Zm00024ab044870;Zm00024ab181380;Zm00024ab181380;Zm00024ab044880;Zm00024ab015820;Zm00024ab015820;Zm00024ab370120;Zm00024ab316640;Zm00024ab409180;Zm00024ab099880;Zm00024ab099880;Zm00024ab099880;Zm00024ab262030;Zm00024ab096710;Zm00024ab224190;Zm00024ab044120;Zm00024ab096710;Zm00024ab096710
PF00174	Oxidoreductase molybdopterin binding domain	Zm00024ab249530;Zm00024ab179360;Zm00024ab179360;Zm00024ab038460;Zm00024ab260540;Zm00024ab037170;Zm00024ab037170;Zm00024ab037170
PF00175	Oxidoreductase NAD-binding domain	Zm00024ab245730;Zm00024ab249530;Zm00024ab125530;Zm00024ab179360;Zm00024ab181150;Zm00024ab179360;Zm00024ab038460;Zm00024ab305430;Zm00024ab143250;Zm00024ab143250;Zm00024ab156720;Zm00024ab143250;Zm00024ab143250;Zm00024ab396400;Zm00024ab387530;Zm00024ab387530;Zm00024ab387530;Zm00024ab260540;Zm00024ab327050;Zm00024ab123330;Zm00024ab123330;Zm00024ab124470;Zm00024ab124470;Zm00024ab123330;Zm00024ab187670;Zm00024ab442970;Zm00024ab124470;Zm00024ab296590;Zm00024ab296590;Zm00024ab370510;Zm00024ab424040;Zm00024ab188200;Zm00024ab152320;Zm00024ab152320;Zm00024ab358790;Zm00024ab370510;Zm00024ab069180;Zm00024ab377080;Zm00024ab060650;Zm00024ab125540;Zm00024ab188190;Zm00024ab085460
PF00176	SNF2 family N-terminal domain	Zm00024ab377980;Zm00024ab377980;Zm00024ab377980;Zm00024ab008410;Zm00024ab047470;Zm00024ab110520;Zm00024ab143550;Zm00024ab129030;Zm00024ab054020;Zm00024ab333350;Zm00024ab286160;Zm00024ab133920;Zm00024ab427830;Zm00024ab338430;Zm00024ab338430;Zm00024ab191030;Zm00024ab441870;Zm00024ab176060;Zm00024ab176060;Zm00024ab176060;Zm00024ab176060;Zm00024ab179780;Zm00024ab176060;Zm00024ab108150;Zm00024ab179780;Zm00024ab388020;Zm00024ab335890;Zm00024ab077890;Zm00024ab335890;Zm00024ab335890;Zm00024ab189520;Zm00024ab402770;Zm00024ab402770;Zm00024ab388250;Zm00024ab184380;Zm00024ab292690;Zm00024ab056490;Zm00024ab407430;Zm00024ab259850;Zm00024ab255100;Zm00024ab094610;Zm00024ab413410;Zm00024ab233360;Zm00024ab184370;Zm00024ab289920;Zm00024ab337630;Zm00024ab074820;Zm00024ab119740;Zm00024ab335450;Zm00024ab074820;Zm00024ab329310;Zm00024ab329310;Zm00024ab017520;Zm00024ab174670;Zm00024ab348900;Zm00024ab223410;Zm00024ab088610;Zm00024ab223410;Zm00024ab392080;Zm00024ab223410;Zm00024ab302770;Zm00024ab223410;Zm00024ab426450;Zm00024ab414930
