LABEL	NAME	GENE_MODEL
IPR001683	Phox homologous domain	Zm00031ab210270;Zm00031ab210270;Zm00031ab297560;Zm00031ab297560;Zm00031ab297560;Zm00031ab308870;Zm00031ab308870;Zm00031ab296920;Zm00031ab381370;Zm00031ab381370;Zm00031ab381370;Zm00031ab152330;Zm00031ab152330;Zm00031ab152330;Zm00031ab152330;Zm00031ab353440;Zm00031ab353440;Zm00031ab402260;Zm00031ab402260;Zm00031ab168410;Zm00031ab168410;Zm00031ab366300;Zm00031ab366300;Zm00031ab366300;Zm00031ab366300;Zm00031ab286320;Zm00031ab286320;Zm00031ab286320;Zm00031ab154480;Zm00031ab154480;Zm00031ab301580;Zm00031ab301580;Zm00031ab301580
IPR001684	Ribosomal protein L27	Zm00031ab177880;Zm00031ab177880;Zm00031ab378810;Zm00031ab378810
IPR001694	NADH:ubiquinone oxidoreductase, subunit 1/F420H2 oxidoreductase subunit H	Zm00031ab457810;Zm00031ab453690;Zm00031ab362490;Zm00031ab454810;Zm00031ab454870;Zm00031ab454450
IPR001701	Glycoside hydrolase family 9	Zm00031ab276090;Zm00031ab239830;Zm00031ab079520;Zm00031ab079520;Zm00031ab079520;Zm00031ab079520;Zm00031ab364890;Zm00031ab364890;Zm00031ab224110;Zm00031ab224110;Zm00031ab224110;Zm00031ab353590;Zm00031ab353590;Zm00031ab353590;Zm00031ab451560;Zm00031ab276050;Zm00031ab237420;Zm00031ab276060;Zm00031ab267810;Zm00031ab267810;Zm00031ab043810;Zm00031ab257870;Zm00031ab352310;Zm00031ab241770;Zm00031ab016230;Zm00031ab332910;Zm00031ab332910;Zm00031ab332910;Zm00031ab291570;Zm00031ab291570;Zm00031ab197930;Zm00031ab197930;Zm00031ab197930;Zm00031ab058790;Zm00031ab058790;Zm00031ab332660;Zm00031ab332660;Zm00031ab452690;Zm00031ab324780;Zm00031ab324780;Zm00031ab324780;Zm00031ab386240;Zm00031ab440880;Zm00031ab264450;Zm00031ab264450;Zm00031ab264450;Zm00031ab264450;Zm00031ab264450;Zm00031ab264450;Zm00031ab264730;Zm00031ab271770;Zm00031ab271770;Zm00031ab410900
IPR001708	Membrane  insertase YidC/ALB3/OXA1/COX18	Zm00031ab021830;Zm00031ab001210;Zm00031ab128640;Zm00031ab390010;Zm00031ab390010;Zm00031ab390010;Zm00031ab349780;Zm00031ab349780;Zm00031ab349780;Zm00031ab066720;Zm00031ab066720;Zm00031ab066720;Zm00031ab219520;Zm00031ab219520;Zm00031ab219520;Zm00031ab219520;Zm00031ab219520
IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain	Zm00031ab238440;Zm00031ab115960;Zm00031ab013770;Zm00031ab013770;Zm00031ab013770;Zm00031ab013770;Zm00031ab013770;Zm00031ab409980;Zm00031ab238470;Zm00031ab238470;Zm00031ab238470
IPR001715	Calponin homology domain	Zm00031ab263630;Zm00031ab263630;Zm00031ab263630;Zm00031ab263630;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab196710;Zm00031ab071420;Zm00031ab071420;Zm00031ab071420;Zm00031ab071420;Zm00031ab427210;Zm00031ab427210;Zm00031ab427210;Zm00031ab385780;Zm00031ab336180;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab137360;Zm00031ab014700;Zm00031ab014700;Zm00031ab120000;Zm00031ab120000;Zm00031ab171340;Zm00031ab256090;Zm00031ab256090;Zm00031ab256090;Zm00031ab256090;Zm00031ab046320;Zm00031ab046320;Zm00031ab367970;Zm00031ab367970;Zm00031ab083170;Zm00031ab083170;Zm00031ab083170;Zm00031ab126350;Zm00031ab126350;Zm00031ab126350;Zm00031ab126350;Zm00031ab126350;Zm00031ab159020;Zm00031ab159020;Zm00031ab249730;Zm00031ab249730;Zm00031ab249730;Zm00031ab305070;Zm00031ab412190
IPR001721	Threonine dehydratase, ACT-like domain	Zm00031ab225090;Zm00031ab225090;Zm00031ab225090;Zm00031ab225090;Zm00031ab225090;Zm00031ab225090;Zm00031ab225090;Zm00031ab225090;Zm00031ab057320;Zm00031ab057320;Zm00031ab057320;Zm00031ab057320;Zm00031ab057320;Zm00031ab057320
IPR001727	Gdt1 family	Zm00031ab021640;Zm00031ab021640;Zm00031ab021640;Zm00031ab021640;Zm00031ab021640;Zm00031ab043240;Zm00031ab043240;Zm00031ab043240;Zm00031ab043240;Zm00031ab037920;Zm00031ab037920;Zm00031ab037920;Zm00031ab186210;Zm00031ab186210;Zm00031ab186210;Zm00031ab186210;Zm00031ab186210;Zm00031ab186210;Zm00031ab186210;Zm00031ab186210;Zm00031ab186210;Zm00031ab186210;Zm00031ab176450;Zm00031ab176450;Zm00031ab176450;Zm00031ab176450;Zm00031ab176450;Zm00031ab176450;Zm00031ab352450;Zm00031ab352450;Zm00031ab352450;Zm00031ab352450;Zm00031ab357210;Zm00031ab357210;Zm00031ab357210;Zm00031ab357210;Zm00031ab092030;Zm00031ab092030;Zm00031ab092030;Zm00031ab092030;Zm00031ab092030
IPR001731	Delta-aminolevulinic acid dehydratase	Zm00031ab236530
IPR001732	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	Zm00031ab223310;Zm00031ab223310;Zm00031ab223310;Zm00031ab223310;Zm00031ab060410;Zm00031ab060410;Zm00031ab060410;Zm00031ab060410;Zm00031ab060410;Zm00031ab052190;Zm00031ab052190;Zm00031ab052190;Zm00031ab052190
IPR001734	Sodium/solute symporter	Zm00031ab290630
IPR001736	Phospholipase D/Transphosphatidylase	Zm00031ab001450;Zm00031ab001450;Zm00031ab101210;Zm00031ab101210;Zm00031ab101210;Zm00031ab101210;Zm00031ab101210;Zm00031ab101210;Zm00031ab101210;Zm00031ab101210;Zm00031ab408080;Zm00031ab408080;Zm00031ab408080;Zm00031ab408080;Zm00031ab408080;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab126880;Zm00031ab296920;Zm00031ab296920;Zm00031ab296920;Zm00031ab401470;Zm00031ab401470;Zm00031ab401470;Zm00031ab401470;Zm00031ab022060;Zm00031ab294130;Zm00031ab294130;Zm00031ab294130;Zm00031ab294130;Zm00031ab294130;Zm00031ab294130;Zm00031ab350470;Zm00031ab350470;Zm00031ab350470;Zm00031ab350470;Zm00031ab350470;Zm00031ab350470;Zm00031ab186740;Zm00031ab353440;Zm00031ab353440;Zm00031ab353440;Zm00031ab239530;Zm00031ab019570;Zm00031ab019570;Zm00031ab345300;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab019570;Zm00031ab345300;Zm00031ab019570;Zm00031ab019570;Zm00031ab103600;Zm00031ab103600;Zm00031ab108110;Zm00031ab108110
IPR001737	Ribosomal RNA adenine methyltransferase KsgA/Erm	Zm00031ab335760;Zm00031ab216970;Zm00031ab216970;Zm00031ab109800;Zm00031ab109800;Zm00031ab335750;Zm00031ab243210
IPR001739	Methyl-CpG DNA binding	Zm00031ab330430;Zm00031ab330430;Zm00031ab330430;Zm00031ab330430;Zm00031ab033650;Zm00031ab033650;Zm00031ab177750;Zm00031ab177750;Zm00031ab177750;Zm00031ab177750;Zm00031ab177750;Zm00031ab364040;Zm00031ab364040;Zm00031ab035150;Zm00031ab312400;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab106220;Zm00031ab139610;Zm00031ab431080;Zm00031ab431080;Zm00031ab431080;Zm00031ab438140;Zm00031ab438140;Zm00031ab438140;Zm00031ab438140;Zm00031ab438140;Zm00031ab206860;Zm00031ab206860;Zm00031ab298960;Zm00031ab351750;Zm00031ab351750;Zm00031ab227430;Zm00031ab051120;Zm00031ab052330;Zm00031ab052330;Zm00031ab052330;Zm00031ab052330;Zm00031ab448520
IPR001748	G10 protein	Zm00031ab152580;Zm00031ab152580;Zm00031ab152580;Zm00031ab152580;Zm00031ab152580;Zm00031ab381530;Zm00031ab381470;Zm00031ab381470
IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit	Zm00031ab318740;Zm00031ab454030;Zm00031ab454100;Zm00031ab457440;Zm00031ab456290;Zm00031ab454000;Zm00031ab453120;Zm00031ab456210;Zm00031ab454970;Zm00031ab454290;Zm00031ab456260;Zm00031ab455970;Zm00031ab454430;Zm00031ab456230;Zm00031ab454080;Zm00031ab454080;Zm00031ab456950;Zm00031ab455000;Zm00031ab453990;Zm00031ab357410;Zm00031ab455950;Zm00031ab454990;Zm00031ab266700;Zm00031ab453090;Zm00031ab456310
IPR001752	Kinesin motor domain	Zm00031ab354700;Zm00031ab193050;Zm00031ab193050;Zm00031ab204900;Zm00031ab193050;Zm00031ab193050;Zm00031ab193050;Zm00031ab354700;Zm00031ab014450;Zm00031ab427210;Zm00031ab427210;Zm00031ab452260;Zm00031ab427210;Zm00031ab205240;Zm00031ab205240;Zm00031ab342360;Zm00031ab342360;Zm00031ab173870;Zm00031ab445200;Zm00031ab445200;Zm00031ab445200;Zm00031ab445200;Zm00031ab445200;Zm00031ab319140;Zm00031ab319140;Zm00031ab269360;Zm00031ab269360;Zm00031ab385780;Zm00031ab001020;Zm00031ab269360;Zm00031ab004650;Zm00031ab004650;Zm00031ab004650;Zm00031ab004650;Zm00031ab032590;Zm00031ab293630;Zm00031ab293630;Zm00031ab069610;Zm00031ab310000;Zm00031ab332610;Zm00031ab332610;Zm00031ab332610;Zm00031ab332610;Zm00031ab332610;Zm00031ab332610;Zm00031ab332610;Zm00031ab332610;Zm00031ab045420;Zm00031ab045420;Zm00031ab078170;Zm00031ab045420;Zm00031ab045420;Zm00031ab078170;Zm00031ab078170;Zm00031ab045420;Zm00031ab040860;Zm00031ab040860;Zm00031ab267480;Zm00031ab040860;Zm00031ab276700;Zm00031ab276700;Zm00031ab276700;Zm00031ab377240;Zm00031ab171950;Zm00031ab171950;Zm00031ab171950;Zm00031ab051480;Zm00031ab051480;Zm00031ab051480;Zm00031ab132580;Zm00031ab132580;Zm00031ab132580;Zm00031ab072190;Zm00031ab306930;Zm00031ab306930;Zm00031ab365590;Zm00031ab306930;Zm00031ab365590;Zm00031ab306930;Zm00031ab306930;Zm00031ab365590;Zm00031ab365590;Zm00031ab365590;Zm00031ab306930;Zm00031ab306930;Zm00031ab212320;Zm00031ab212320;Zm00031ab360520;Zm00031ab360520;Zm00031ab360520;Zm00031ab271900;Zm00031ab360520;Zm00031ab360520;Zm00031ab360520;Zm00031ab360520;Zm00031ab360520;Zm00031ab314290;Zm00031ab158640;Zm00031ab158640;Zm00031ab014700;Zm00031ab014700;Zm00031ab151360;Zm00031ab013160;Zm00031ab013160;Zm00031ab085470;Zm00031ab013160;Zm00031ab059950;Zm00031ab059950;Zm00031ab288410;Zm00031ab288410;Zm00031ab182470;Zm00031ab182470;Zm00031ab288410;Zm00031ab288410;Zm00031ab218520;Zm00031ab218520;Zm00031ab218520;Zm00031ab067080;Zm00031ab264980;Zm00031ab264980;Zm00031ab359870;Zm00031ab222920;Zm00031ab222920;Zm00031ab034280;Zm00031ab034280;Zm00031ab372970;Zm00031ab120000;Zm00031ab120000;Zm00031ab372970;Zm00031ab324760;Zm00031ab061640;Zm00031ab281080;Zm00031ab281080;Zm00031ab281080;Zm00031ab281080;Zm00031ab281080;Zm00031ab218830;Zm00031ab218830;Zm00031ab218830;Zm00031ab388140;Zm00031ab165370;Zm00031ab165370;Zm00031ab003480;Zm00031ab033390;Zm00031ab033390;Zm00031ab033390;Zm00031ab033390;Zm00031ab107600;Zm00031ab107600;Zm00031ab107600;Zm00031ab107600;Zm00031ab107600;Zm00031ab451010;Zm00031ab097780;Zm00031ab038030;Zm00031ab229390;Zm00031ab367970;Zm00031ab229390;Zm00031ab367970;Zm00031ab026390;Zm00031ab119470;Zm00031ab167570;Zm00031ab167570;Zm00031ab139790;Zm00031ab139790;Zm00031ab083170;Zm00031ab083170;Zm00031ab083170;Zm00031ab140020;Zm00031ab199240;Zm00031ab140020;Zm00031ab392450;Zm00031ab126350;Zm00031ab126350;Zm00031ab284850;Zm00031ab126350;Zm00031ab126350;Zm00031ab126350;Zm00031ab159020;Zm00031ab395480;Zm00031ab159020;Zm00031ab159020;Zm00031ab249730;Zm00031ab249730;Zm00031ab249730;Zm00031ab249730;Zm00031ab438260;Zm00031ab265000;Zm00031ab265000;Zm00031ab438260;Zm00031ab298680;Zm00031ab298680;Zm00031ab305070;Zm00031ab305070;Zm00031ab387540;Zm00031ab387540;Zm00031ab393870;Zm00031ab387540;Zm00031ab387540;Zm00031ab387540;Zm00031ab412190
IPR001753	Enoyl-CoA hydratase/isomerase	Zm00031ab296860;Zm00031ab296860;Zm00031ab296860;Zm00031ab124410;Zm00031ab259840;Zm00031ab259840;Zm00031ab259840;Zm00031ab259840;Zm00031ab259850;Zm00031ab259850;Zm00031ab259850;Zm00031ab259850;Zm00031ab259850;Zm00031ab259850;Zm00031ab259850;Zm00031ab259850;Zm00031ab211620;Zm00031ab378630;Zm00031ab247260;Zm00031ab304640;Zm00031ab163470;Zm00031ab163470;Zm00031ab163470;Zm00031ab163470;Zm00031ab163470;Zm00031ab249280;Zm00031ab351800;Zm00031ab015270;Zm00031ab247250;Zm00031ab354280
IPR001754	Orotidine 5'-phosphate decarboxylase domain	Zm00031ab145860;Zm00031ab145860;Zm00031ab377430;Zm00031ab145850;Zm00031ab145850;Zm00031ab145850;Zm00031ab145850
IPR001763	Rhodanese-like domain	Zm00031ab032930;Zm00031ab032930;Zm00031ab032930;Zm00031ab032930;Zm00031ab032930;Zm00031ab032930;Zm00031ab320750;Zm00031ab320750;Zm00031ab320750;Zm00031ab320750;Zm00031ab320750;Zm00031ab067750;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab215880;Zm00031ab149990;Zm00031ab437880;Zm00031ab437880;Zm00031ab437880;Zm00031ab437880;Zm00031ab077520;Zm00031ab196030;Zm00031ab196030;Zm00031ab196030;Zm00031ab409530;Zm00031ab196030;Zm00031ab196030;Zm00031ab332430;Zm00031ab332430;Zm00031ab332430;Zm00031ab237740;Zm00031ab237740;Zm00031ab237740;Zm00031ab029810;Zm00031ab029810;Zm00031ab216270;Zm00031ab216270;Zm00031ab216270;Zm00031ab256570;Zm00031ab013760;Zm00031ab196050;Zm00031ab196050;Zm00031ab196050;Zm00031ab196050;Zm00031ab344830;Zm00031ab218440;Zm00031ab218440;Zm00031ab218440;Zm00031ab218440;Zm00031ab390020;Zm00031ab390020;Zm00031ab390020
IPR001764	Glycoside hydrolase, family 3, N-terminal	Zm00031ab299940;Zm00031ab449730;Zm00031ab449730;Zm00031ab449730;Zm00031ab059810;Zm00031ab059810;Zm00031ab059810;Zm00031ab059810;Zm00031ab059810;Zm00031ab059810;Zm00031ab059810;Zm00031ab059810;Zm00031ab157270;Zm00031ab157270;Zm00031ab157270;Zm00031ab157270;Zm00031ab157270;Zm00031ab223590;Zm00031ab206750;Zm00031ab206750;Zm00031ab206750;Zm00031ab094000;Zm00031ab223580;Zm00031ab223580;Zm00031ab353280;Zm00031ab353280;Zm00031ab265850;Zm00031ab265850;Zm00031ab265850;Zm00031ab217450;Zm00031ab217450;Zm00031ab217450;Zm00031ab217450;Zm00031ab171280;Zm00031ab171280;Zm00031ab171280;Zm00031ab299950;Zm00031ab299950;Zm00031ab078570;Zm00031ab078570;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab059820;Zm00031ab206770;Zm00031ab206770;Zm00031ab403690
IPR001765	Carbonic anhydrase	Zm00031ab328540;Zm00031ab328540;Zm00031ab328540;Zm00031ab328540;Zm00031ab328540;Zm00031ab164670;Zm00031ab164680;Zm00031ab164680;Zm00031ab164680;Zm00031ab164680;Zm00031ab164680;Zm00031ab164680;Zm00031ab164680;Zm00031ab164680;Zm00031ab373510;Zm00031ab373510;Zm00031ab373510;Zm00031ab373510;Zm00031ab373510;Zm00031ab105030;Zm00031ab105030;Zm00031ab105030;Zm00031ab105030;Zm00031ab164660;Zm00031ab164660
IPR001772	Kinase associated domain 1 (KA1)	Zm00031ab098370;Zm00031ab098370;Zm00031ab368230;Zm00031ab013670;Zm00031ab013670;Zm00031ab013670;Zm00031ab013670
IPR001780	Ribosomal protein L35A	Zm00031ab323280;Zm00031ab102520;Zm00031ab102520;Zm00031ab102520;Zm00031ab388850;Zm00031ab388850;Zm00031ab200510;Zm00031ab200510;Zm00031ab200510;Zm00031ab200510
IPR001781	Zinc finger, LIM-type	Zm00031ab413770;Zm00031ab413770;Zm00031ab275710;Zm00031ab275710;Zm00031ab275710;Zm00031ab275710;Zm00031ab012330;Zm00031ab012330;Zm00031ab012330;Zm00031ab053330;Zm00031ab053330;Zm00031ab053330;Zm00031ab053330;Zm00031ab279210;Zm00031ab279210;Zm00031ab279210;Zm00031ab279210;Zm00031ab259180;Zm00031ab259180;Zm00031ab279210;Zm00031ab279210;Zm00031ab142840;Zm00031ab142840;Zm00031ab290720;Zm00031ab290720;Zm00031ab290720;Zm00031ab193010;Zm00031ab193010;Zm00031ab078480;Zm00031ab078480;Zm00031ab444990;Zm00031ab444990;Zm00031ab032150;Zm00031ab012200;Zm00031ab012200;Zm00031ab012200
IPR001789	Signal transduction response regulator, receiver domain	Zm00031ab268630;Zm00031ab206670;Zm00031ab206670;Zm00031ab268630;Zm00031ab268630;Zm00031ab048400;Zm00031ab264720;Zm00031ab069080;Zm00031ab437620;Zm00031ab086950;Zm00031ab318310;Zm00031ab318310;Zm00031ab318310;Zm00031ab318310;Zm00031ab033540;Zm00031ab085090;Zm00031ab085090;Zm00031ab085090;Zm00031ab059240;Zm00031ab145720;Zm00031ab243760;Zm00031ab243760;Zm00031ab415820;Zm00031ab415820;Zm00031ab415820;Zm00031ab415820;Zm00031ab415820;Zm00031ab451390;Zm00031ab220650;Zm00031ab091830;Zm00031ab091830;Zm00031ab091830;Zm00031ab091830;Zm00031ab403600;Zm00031ab403600;Zm00031ab403600;Zm00031ab220590;Zm00031ab220590;Zm00031ab148170;Zm00031ab148170;Zm00031ab148170;Zm00031ab009660;Zm00031ab009660;Zm00031ab079860;Zm00031ab377350;Zm00031ab377350;Zm00031ab332770;Zm00031ab332770;Zm00031ab389340;Zm00031ab286770;Zm00031ab286770;Zm00031ab389340;Zm00031ab440850;Zm00031ab440850;Zm00031ab440850;Zm00031ab440850;Zm00031ab440850;Zm00031ab440850;Zm00031ab440850;Zm00031ab413060;Zm00031ab233140;Zm00031ab233140;Zm00031ab421770;Zm00031ab362970;Zm00031ab421770;Zm00031ab380000;Zm00031ab380000;Zm00031ab351570;Zm00031ab380000;Zm00031ab089650;Zm00031ab224900;Zm00031ab224900;Zm00031ab224900;Zm00031ab091960;Zm00031ab191920;Zm00031ab258480;Zm00031ab285830;Zm00031ab047800;Zm00031ab047800;Zm00031ab047800;Zm00031ab107720;Zm00031ab107720;Zm00031ab189160;Zm00031ab189160;Zm00031ab189160;Zm00031ab378860;Zm00031ab378860;Zm00031ab149430;Zm00031ab044700;Zm00031ab184690;Zm00031ab257850;Zm00031ab198640;Zm00031ab198640;Zm00031ab404950;Zm00031ab057640;Zm00031ab197910;Zm00031ab096210;Zm00031ab096210
IPR001790	Ribosomal protein L10P	Zm00031ab169280;Zm00031ab179700;Zm00031ab179700;Zm00031ab179700;Zm00031ab413050;Zm00031ab272910;Zm00031ab013440;Zm00031ab272910;Zm00031ab272910;Zm00031ab369860;Zm00031ab098210
IPR001792	Acylphosphatase-like domain	Zm00031ab394860;Zm00031ab394870;Zm00031ab394870
IPR001796	Dihydrofolate reductase domain	Zm00031ab116710;Zm00031ab116710;Zm00031ab116710;Zm00031ab116710;Zm00031ab028030;Zm00031ab176170;Zm00031ab176170;Zm00031ab176170;Zm00031ab176170;Zm00031ab176170;Zm00031ab176170;Zm00031ab186540;Zm00031ab186540
IPR001806	Small GTPase	Zm00031ab102270;Zm00031ab232980;Zm00031ab232980;Zm00031ab064560;Zm00031ab335290;Zm00031ab064560;Zm00031ab064560;Zm00031ab419600;Zm00031ab419600;Zm00031ab231500;Zm00031ab065440;Zm00031ab113620;Zm00031ab120480;Zm00031ab120480;Zm00031ab120480;Zm00031ab113620;Zm00031ab120480;Zm00031ab367510;Zm00031ab367510;Zm00031ab367510;Zm00031ab164300;Zm00031ab202450;Zm00031ab367510;Zm00031ab255990;Zm00031ab255990;Zm00031ab164300;Zm00031ab164300;Zm00031ab255990;Zm00031ab065040;Zm00031ab065040;Zm00031ab065040;Zm00031ab233410;Zm00031ab233410;Zm00031ab452650;Zm00031ab007350;Zm00031ab007350;Zm00031ab304070;Zm00031ab304070;Zm00031ab296090;Zm00031ab296090;Zm00031ab304070;Zm00031ab304070;Zm00031ab365770;Zm00031ab365770;Zm00031ab332440;Zm00031ab083030;Zm00031ab099010;Zm00031ab264950;Zm00031ab102250;Zm00031ab382210;Zm00031ab307440;Zm00031ab307440;Zm00031ab397070;Zm00031ab193540;Zm00031ab399790;Zm00031ab399790;Zm00031ab193540;Zm00031ab193540;Zm00031ab193540;Zm00031ab193540;Zm00031ab051100;Zm00031ab360850;Zm00031ab037590;Zm00031ab287840;Zm00031ab308150;Zm00031ab367500;Zm00031ab046350;Zm00031ab270580;Zm00031ab375940;Zm00031ab375940;Zm00031ab375940;Zm00031ab374240;Zm00031ab220190;Zm00031ab101270;Zm00031ab417660;Zm00031ab373690;Zm00031ab305490;Zm00031ab370550;Zm00031ab370550;Zm00031ab370550;Zm00031ab357540;Zm00031ab442530;Zm00031ab295430;Zm00031ab295430;Zm00031ab295430;Zm00031ab075480;Zm00031ab374250;Zm00031ab336290;Zm00031ab259810;Zm00031ab125830;Zm00031ab125830;Zm00031ab304280;Zm00031ab110180;Zm00031ab237380;Zm00031ab066570;Zm00031ab393710;Zm00031ab066570;Zm00031ab288500;Zm00031ab220400;Zm00031ab220400;Zm00031ab220400;Zm00031ab315720;Zm00031ab029010;Zm00031ab029010;Zm00031ab029010;Zm00031ab419450;Zm00031ab085030;Zm00031ab190290;Zm00031ab085030;Zm00031ab190290;Zm00031ab304260;Zm00031ab115210;Zm00031ab304260;Zm00031ab371060;Zm00031ab034270;Zm00031ab034270;Zm00031ab034270;Zm00031ab308140;Zm00031ab101360;Zm00031ab308140;Zm00031ab308140;Zm00031ab322520;Zm00031ab327770;Zm00031ab212970;Zm00031ab067910;Zm00031ab434270;Zm00031ab099000;Zm00031ab099000;Zm00031ab109520;Zm00031ab216730;Zm00031ab216730;Zm00031ab386630;Zm00031ab314220;Zm00031ab314220;Zm00031ab386630;Zm00031ab226720;Zm00031ab184680;Zm00031ab184680;Zm00031ab184680;Zm00031ab184680;Zm00031ab239540;Zm00031ab181350;Zm00031ab048650;Zm00031ab372380;Zm00031ab301000;Zm00031ab301000;Zm00031ab007260;Zm00031ab352730;Zm00031ab259820;Zm00031ab163170;Zm00031ab086720;Zm00031ab278290;Zm00031ab220830;Zm00031ab220830;Zm00031ab278290;Zm00031ab342070;Zm00031ab342070
IPR001807	Chloride channel, voltage gated	Zm00031ab244920;Zm00031ab244920;Zm00031ab244920;Zm00031ab035570;Zm00031ab035570;Zm00031ab056060;Zm00031ab056060;Zm00031ab056060;Zm00031ab056060;Zm00031ab440870;Zm00031ab440870;Zm00031ab440870;Zm00031ab404850;Zm00031ab404850;Zm00031ab404850;Zm00031ab404850;Zm00031ab161190;Zm00031ab161190;Zm00031ab161190;Zm00031ab161190;Zm00031ab161190;Zm00031ab326900;Zm00031ab071270;Zm00031ab071270;Zm00031ab071270;Zm00031ab151380;Zm00031ab151380;Zm00031ab263700;Zm00031ab263700;Zm00031ab263700;Zm00031ab263700;Zm00031ab263700;Zm00031ab263700;Zm00031ab263700;Zm00031ab254440;Zm00031ab254440;Zm00031ab254440;Zm00031ab254440
