LABEL	NAME	GENE_MODEL
IPR001300	Peptidase C2, calpain, catalytic domain	Zm00033ab015110;Zm00033ab015110;Zm00033ab015110
IPR001303	Class II aldolase/adducin N-terminal	Zm00033ab179500;Zm00033ab179500;Zm00033ab179500
IPR001304	C-type lectin-like	Zm00033ab133590;Zm00033ab133590
IPR001305	Heat shock protein DnaJ, cysteine-rich domain	Zm00033ab057750;Zm00033ab057750;Zm00033ab057750;Zm00033ab057180;Zm00033ab057180;Zm00033ab285940;Zm00033ab285940;Zm00033ab273350;Zm00033ab264130;Zm00033ab264130;Zm00033ab285930;Zm00033ab285930;Zm00033ab285930;Zm00033ab440800;Zm00033ab440800;Zm00033ab440800;Zm00033ab440800;Zm00033ab440800;Zm00033ab420670;Zm00033ab182860;Zm00033ab182860;Zm00033ab182860;Zm00033ab182860;Zm00033ab182860;Zm00033ab036280;Zm00033ab009910;Zm00033ab009910;Zm00033ab009910;Zm00033ab009910;Zm00033ab009910;Zm00033ab352280;Zm00033ab231130;Zm00033ab231130;Zm00033ab231130;Zm00033ab231130;Zm00033ab431360;Zm00033ab431360;Zm00033ab204110;Zm00033ab204110;Zm00033ab204110;Zm00033ab022710;Zm00033ab200210;Zm00033ab053180;Zm00033ab053180;Zm00033ab225840;Zm00033ab225840;Zm00033ab225840;Zm00033ab225840;Zm00033ab063210;Zm00033ab189570;Zm00033ab224220
IPR001310	Histidine triad (HIT) protein	Zm00033ab291370;Zm00033ab281820;Zm00033ab158550;Zm00033ab158550;Zm00033ab016370;Zm00033ab435400;Zm00033ab435400
IPR001313	Pumilio RNA-binding repeat	Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab377170;Zm00033ab433280;Zm00033ab433280;Zm00033ab433280;Zm00033ab433280;Zm00033ab007880;Zm00033ab007880;Zm00033ab007880;Zm00033ab103910;Zm00033ab103910;Zm00033ab212700;Zm00033ab212700;Zm00033ab212700;Zm00033ab212700;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab037830;Zm00033ab424290;Zm00033ab424290;Zm00033ab424290;Zm00033ab424290;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab444600;Zm00033ab330170;Zm00033ab432240;Zm00033ab432240;Zm00033ab432240;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab092640;Zm00033ab274250;Zm00033ab274250;Zm00033ab274250;Zm00033ab274250;Zm00033ab274250;Zm00033ab274250;Zm00033ab274250;Zm00033ab274250;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab318960;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab184560;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab283280;Zm00033ab203340;Zm00033ab203340;Zm00033ab203340;Zm00033ab203340;Zm00033ab203340;Zm00033ab203340;Zm00033ab203340;Zm00033ab203340
IPR001320	Ionotropic glutamate receptor	Zm00033ab076160;Zm00033ab076160;Zm00033ab076160;Zm00033ab076160;Zm00033ab076160;Zm00033ab332720;Zm00033ab332720;Zm00033ab221880;Zm00033ab272440;Zm00033ab105100;Zm00033ab105100;Zm00033ab204800;Zm00033ab111780;Zm00033ab111780;Zm00033ab237990;Zm00033ab315950;Zm00033ab238030;Zm00033ab238030;Zm00033ab243300;Zm00033ab105090;Zm00033ab238010;Zm00033ab238010;Zm00033ab238010;Zm00033ab238010;Zm00033ab272410;Zm00033ab315960
IPR001328	Peptidyl-tRNA hydrolase	Zm00033ab355490;Zm00033ab355490;Zm00033ab312550;Zm00033ab312550;Zm00033ab131880;Zm00033ab165290;Zm00033ab017860;Zm00033ab017860
IPR001330	PFTB repeat	Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab162990;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab037380;Zm00033ab130770;Zm00033ab130770;Zm00033ab130770;Zm00033ab130770;Zm00033ab130770;Zm00033ab130770;Zm00033ab130770;Zm00033ab130770
IPR001339	mRNA capping enzyme, catalytic domain	Zm00033ab095560;Zm00033ab095560;Zm00033ab095560;Zm00033ab095560;Zm00033ab095560
IPR001342	Homoserine dehydrogenase, catalytic	Zm00033ab102760;Zm00033ab102760;Zm00033ab102760;Zm00033ab102760;Zm00033ab327690;Zm00033ab327690;Zm00033ab327690;Zm00033ab327690;Zm00033ab327690;Zm00033ab187530;Zm00033ab428610;Zm00033ab428610
IPR001347	Sugar isomerase (SIS)	Zm00033ab220300;Zm00033ab173180;Zm00033ab173180;Zm00033ab173180;Zm00033ab173180;Zm00033ab173180;Zm00033ab173180;Zm00033ab245870
IPR001351	Ribosomal protein S3, C-terminal	Zm00033ab194330;Zm00033ab462480;Zm00033ab092100;Zm00033ab464400;Zm00033ab439540;Zm00033ab463060;Zm00033ab182010;Zm00033ab182010;Zm00033ab467600;Zm00033ab347080
IPR001353	Proteasome, subunit alpha/beta	Zm00033ab288760;Zm00033ab197070;Zm00033ab397280;Zm00033ab397280;Zm00033ab397280;Zm00033ab397280;Zm00033ab397280;Zm00033ab262830;Zm00033ab232520;Zm00033ab287120;Zm00033ab046420;Zm00033ab158700;Zm00033ab158700;Zm00033ab287120;Zm00033ab046420;Zm00033ab344550;Zm00033ab347230;Zm00033ab424880;Zm00033ab424880;Zm00033ab424880;Zm00033ab109350;Zm00033ab109350;Zm00033ab348930;Zm00033ab108290;Zm00033ab056640;Zm00033ab056640;Zm00033ab056640;Zm00033ab244700;Zm00033ab006830;Zm00033ab006830;Zm00033ab006830;Zm00033ab285170;Zm00033ab229600;Zm00033ab229600;Zm00033ab247860;Zm00033ab398550;Zm00033ab398550;Zm00033ab398550;Zm00033ab376690;Zm00033ab038480;Zm00033ab322850;Zm00033ab322130;Zm00033ab322130;Zm00033ab322130;Zm00033ab322130;Zm00033ab322130;Zm00033ab426160;Zm00033ab115880;Zm00033ab115880;Zm00033ab262820;Zm00033ab262820;Zm00033ab262820;Zm00033ab262820;Zm00033ab107890;Zm00033ab409220;Zm00033ab233770;Zm00033ab215220;Zm00033ab390630;Zm00033ab390630;Zm00033ab221590;Zm00033ab292450;Zm00033ab292450;Zm00033ab399490;Zm00033ab399490;Zm00033ab157660;Zm00033ab262810;Zm00033ab262810;Zm00033ab262810;Zm00033ab262810;Zm00033ab262810;Zm00033ab337300;Zm00033ab337300;Zm00033ab337300;Zm00033ab337300;Zm00033ab337300;Zm00033ab337940;Zm00033ab337940;Zm00033ab004620;Zm00033ab197090;Zm00033ab352010;Zm00033ab352010
IPR001356	Homeobox domain	Zm00033ab028870;Zm00033ab028870;Zm00033ab205360;Zm00033ab048210;Zm00033ab456450;Zm00033ab456450;Zm00033ab106120;Zm00033ab048210;Zm00033ab048210;Zm00033ab456450;Zm00033ab456450;Zm00033ab048210;Zm00033ab166740;Zm00033ab245480;Zm00033ab245480;Zm00033ab245480;Zm00033ab245480;Zm00033ab245480;Zm00033ab166740;Zm00033ab166740;Zm00033ab166740;Zm00033ab457470;Zm00033ab389270;Zm00033ab389270;Zm00033ab239640;Zm00033ab048780;Zm00033ab033520;Zm00033ab109000;Zm00033ab263580;Zm00033ab010360;Zm00033ab010360;Zm00033ab010360;Zm00033ab418100;Zm00033ab000880;Zm00033ab000880;Zm00033ab025620;Zm00033ab025620;Zm00033ab025620;Zm00033ab189080;Zm00033ab453950;Zm00033ab189080;Zm00033ab313750;Zm00033ab313750;Zm00033ab189080;Zm00033ab073370;Zm00033ab073370;Zm00033ab073370;Zm00033ab282090;Zm00033ab073370;Zm00033ab073370;Zm00033ab073370;Zm00033ab073370;Zm00033ab335170;Zm00033ab297790;Zm00033ab155890;Zm00033ab006290;Zm00033ab168180;Zm00033ab168180;Zm00033ab008890;Zm00033ab097310;Zm00033ab427400;Zm00033ab182140;Zm00033ab390350;Zm00033ab313600;Zm00033ab051190;Zm00033ab438580;Zm00033ab441380;Zm00033ab333840;Zm00033ab425330;Zm00033ab350890;Zm00033ab350890;Zm00033ab287150;Zm00033ab078300;Zm00033ab016560;Zm00033ab162080;Zm00033ab016560;Zm00033ab162080;Zm00033ab162080;Zm00033ab162080;Zm00033ab162080;Zm00033ab162080;Zm00033ab162080;Zm00033ab162080;Zm00033ab078760;Zm00033ab053560;Zm00033ab181490;Zm00033ab181490;Zm00033ab044750;Zm00033ab296180;Zm00033ab158840;Zm00033ab143380;Zm00033ab143380;Zm00033ab190330;Zm00033ab143380;Zm00033ab143380;Zm00033ab039750;Zm00033ab039750;Zm00033ab026590;Zm00033ab026590;Zm00033ab388510;Zm00033ab338520;Zm00033ab106810;Zm00033ab106810;Zm00033ab106810;Zm00033ab113420;Zm00033ab106810;Zm00033ab458290;Zm00033ab239620;Zm00033ab363930;Zm00033ab363930;Zm00033ab363930;Zm00033ab193010;Zm00033ab363930;Zm00033ab363930;Zm00033ab381510;Zm00033ab436980;Zm00033ab436980;Zm00033ab436980;Zm00033ab209610;Zm00033ab407610;Zm00033ab436980;Zm00033ab424440;Zm00033ab132810;Zm00033ab357980;Zm00033ab357980;Zm00033ab422330;Zm00033ab422330;Zm00033ab376540;Zm00033ab345290;Zm00033ab345290;Zm00033ab345290;Zm00033ab345290;Zm00033ab345290;Zm00033ab024670;Zm00033ab231360;Zm00033ab022450;Zm00033ab395020;Zm00033ab156760;Zm00033ab231360;Zm00033ab064550;Zm00033ab158150;Zm00033ab158150;Zm00033ab158150;Zm00033ab182170;Zm00033ab220570;Zm00033ab381380;Zm00033ab290250;Zm00033ab452670;Zm00033ab271430;Zm00033ab452670;Zm00033ab070530;Zm00033ab070530;Zm00033ab399450;Zm00033ab070530;Zm00033ab070530;Zm00033ab399440;Zm00033ab236060;Zm00033ab236060;Zm00033ab239630;Zm00033ab392680;Zm00033ab392680;Zm00033ab392680;Zm00033ab392680;Zm00033ab104120;Zm00033ab392680;Zm00033ab392680;Zm00033ab392680;Zm00033ab392680;Zm00033ab268320;Zm00033ab268320;Zm00033ab311460;Zm00033ab268320;Zm00033ab268320;Zm00033ab311460;Zm00033ab338770;Zm00033ab091680;Zm00033ab091680;Zm00033ab007630;Zm00033ab007630;Zm00033ab007630;Zm00033ab007630;Zm00033ab374580;Zm00033ab374580
IPR001357	BRCT domain	Zm00033ab120100;Zm00033ab204450;Zm00033ab056810;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab095980;Zm00033ab399190;Zm00033ab310210;Zm00033ab304690;Zm00033ab304690;Zm00033ab304690;Zm00033ab304690;Zm00033ab375670;Zm00033ab375670;Zm00033ab333310;Zm00033ab333310;Zm00033ab333310;Zm00033ab333310;Zm00033ab044670;Zm00033ab044670;Zm00033ab180140;Zm00033ab180140;Zm00033ab180140;Zm00033ab015390;Zm00033ab015390;Zm00033ab015390;Zm00033ab015390;Zm00033ab015390;Zm00033ab015390;Zm00033ab015390;Zm00033ab256990;Zm00033ab351330;Zm00033ab351330;Zm00033ab081200;Zm00033ab239090;Zm00033ab384980;Zm00033ab384980;Zm00033ab384980;Zm00033ab189050;Zm00033ab189050;Zm00033ab304290;Zm00033ab304290;Zm00033ab304290;Zm00033ab304290;Zm00033ab099960;Zm00033ab099960;Zm00033ab393440
IPR001360	Glycoside hydrolase family 1	Zm00033ab423240;Zm00033ab423240;Zm00033ab423240;Zm00033ab423240;Zm00033ab140940;Zm00033ab423240;Zm00033ab158480;Zm00033ab158480;Zm00033ab447120;Zm00033ab158480;Zm00033ab140950;Zm00033ab140950;Zm00033ab140950;Zm00033ab451670;Zm00033ab451670;Zm00033ab451670;Zm00033ab451670;Zm00033ab152810;Zm00033ab451670;Zm00033ab451670;Zm00033ab057080;Zm00033ab057080;Zm00033ab354550;Zm00033ab435080;Zm00033ab436830;Zm00033ab145990;Zm00033ab443270;Zm00033ab443270;Zm00033ab435110;Zm00033ab238290;Zm00033ab238290;Zm00033ab435450;Zm00033ab083880;Zm00033ab239120;Zm00033ab081240;Zm00033ab081240;Zm00033ab081240;Zm00033ab081240;Zm00033ab081240;Zm00033ab081240;Zm00033ab081240;Zm00033ab081240;Zm00033ab081240;Zm00033ab451660;Zm00033ab451660;Zm00033ab451660;Zm00033ab451660;Zm00033ab451660;Zm00033ab451660;Zm00033ab146000;Zm00033ab009430;Zm00033ab009430;Zm00033ab009430;Zm00033ab009430;Zm00033ab009430;Zm00033ab170730;Zm00033ab098040;Zm00033ab057090;Zm00033ab057090;Zm00033ab057090;Zm00033ab057090;Zm00033ab349360;Zm00033ab121920;Zm00033ab121920;Zm00033ab121920;Zm00033ab121920;Zm00033ab121920;Zm00033ab121920;Zm00033ab387020;Zm00033ab406200;Zm00033ab406200;Zm00033ab406200;Zm00033ab406200;Zm00033ab406200;Zm00033ab406200;Zm00033ab406200;Zm00033ab406200;Zm00033ab406200;Zm00033ab057070;Zm00033ab435040;Zm00033ab057070;Zm00033ab435040;Zm00033ab435040;Zm00033ab057070;Zm00033ab057070;Zm00033ab057070;Zm00033ab435040;Zm00033ab435040;Zm00033ab435040;Zm00033ab302910;Zm00033ab337690
IPR001365	Adenosine/AMP deaminase domain	Zm00033ab351460;Zm00033ab351460;Zm00033ab303550;Zm00033ab303550;Zm00033ab303550;Zm00033ab303550;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460;Zm00033ab116460
IPR001368	TNFR/NGFR cysteine-rich region	Zm00033ab430240;Zm00033ab430240
IPR001372	Dynein light chain, type 1/2	Zm00033ab161440;Zm00033ab134510;Zm00033ab134510;Zm00033ab134510;Zm00033ab134510;Zm00033ab134510;Zm00033ab202210;Zm00033ab362560;Zm00033ab353640;Zm00033ab193680;Zm00033ab259440;Zm00033ab268570;Zm00033ab084670;Zm00033ab251670
IPR001373	Cullin, N-terminal	Zm00033ab181880;Zm00033ab140550;Zm00033ab240180;Zm00033ab439120;Zm00033ab439120;Zm00033ab439120;Zm00033ab439120;Zm00033ab225920;Zm00033ab269610;Zm00033ab063150;Zm00033ab149730;Zm00033ab149730;Zm00033ab149730;Zm00033ab149730;Zm00033ab442820;Zm00033ab442820;Zm00033ab442820;Zm00033ab442820;Zm00033ab393130;Zm00033ab375470;Zm00033ab375470;Zm00033ab375470;Zm00033ab375470;Zm00033ab375470;Zm00033ab375470;Zm00033ab375470;Zm00033ab141450
IPR001374	R3H domain	Zm00033ab291210;Zm00033ab436240;Zm00033ab407520;Zm00033ab029750;Zm00033ab029750;Zm00033ab018200;Zm00033ab298160;Zm00033ab028120;Zm00033ab417110;Zm00033ab417110;Zm00033ab326960;Zm00033ab326960;Zm00033ab326960;Zm00033ab370390;Zm00033ab370390;Zm00033ab101170;Zm00033ab101170;Zm00033ab391770;Zm00033ab391770;Zm00033ab305490;Zm00033ab305490;Zm00033ab305490;Zm00033ab305490;Zm00033ab305490;Zm00033ab305490
IPR001375	Peptidase S9, prolyl oligopeptidase, catalytic domain	Zm00033ab050710;Zm00033ab015540;Zm00033ab015540;Zm00033ab394460;Zm00033ab394460;Zm00033ab394460;Zm00033ab394460;Zm00033ab114610;Zm00033ab114610;Zm00033ab288870;Zm00033ab288870;Zm00033ab288870;Zm00033ab288870;Zm00033ab288870;Zm00033ab288870;Zm00033ab251150;Zm00033ab251150;Zm00033ab105850;Zm00033ab105850;Zm00033ab105850;Zm00033ab105850;Zm00033ab105850;Zm00033ab394430;Zm00033ab394430;Zm00033ab394430;Zm00033ab347060;Zm00033ab347060;Zm00033ab433110;Zm00033ab335420;Zm00033ab077580;Zm00033ab077580;Zm00033ab077580;Zm00033ab077580;Zm00033ab077580
IPR001377	Ribosomal protein S6e	Zm00033ab347620;Zm00033ab347620;Zm00033ab347620;Zm00033ab321320;Zm00033ab115110
IPR001380	Ribosomal protein L13e	Zm00033ab150970;Zm00033ab150970;Zm00033ab300140;Zm00033ab300140;Zm00033ab300140;Zm00033ab300140;Zm00033ab300140;Zm00033ab385710;Zm00033ab385710
IPR001381	3-dehydroquinate dehydratase type I	Zm00033ab434220;Zm00033ab434220;Zm00033ab434220;Zm00033ab434220;Zm00033ab434220;Zm00033ab434220;Zm00033ab145210;Zm00033ab145210;Zm00033ab145210;Zm00033ab138820;Zm00033ab138820;Zm00033ab138820;Zm00033ab138820;Zm00033ab138820
IPR001382	Glycoside hydrolase family 47	Zm00033ab371760;Zm00033ab371760;Zm00033ab455500;Zm00033ab455500;Zm00033ab087560;Zm00033ab087560;Zm00033ab416780;Zm00033ab391580;Zm00033ab391580;Zm00033ab391580;Zm00033ab059800;Zm00033ab059800;Zm00033ab269160;Zm00033ab181710;Zm00033ab181710;Zm00033ab058290;Zm00033ab074800
IPR001387	Cro/C1-type helix-turn-helix domain	Zm00033ab408070;Zm00033ab045170;Zm00033ab045170;Zm00033ab045170;Zm00033ab180500
IPR001388	Synaptobrevin	Zm00033ab298950;Zm00033ab298950;Zm00033ab426530;Zm00033ab214480;Zm00033ab125000;Zm00033ab125000;Zm00033ab320520;Zm00033ab041460;Zm00033ab041460;Zm00033ab041460;Zm00033ab041460;Zm00033ab064410;Zm00033ab064410;Zm00033ab322460;Zm00033ab322460;Zm00033ab122470;Zm00033ab122470;Zm00033ab122470;Zm00033ab322460;Zm00033ab239940;Zm00033ab384050;Zm00033ab155060;Zm00033ab225080;Zm00033ab225080;Zm00033ab210850;Zm00033ab273270;Zm00033ab005820;Zm00033ab005820;Zm00033ab005820;Zm00033ab388110;Zm00033ab388110;Zm00033ab388110;Zm00033ab063600;Zm00033ab063600;Zm00033ab063600;Zm00033ab102170;Zm00033ab102170;Zm00033ab102170;Zm00033ab102170
IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	Zm00033ab071920;Zm00033ab071920;Zm00033ab448930;Zm00033ab028100;Zm00033ab028100;Zm00033ab190340;Zm00033ab190340;Zm00033ab116530;Zm00033ab172100;Zm00033ab329200;Zm00033ab310120;Zm00033ab310120;Zm00033ab310120;Zm00033ab310120;Zm00033ab172100;Zm00033ab238510;Zm00033ab238510;Zm00033ab184970;Zm00033ab374090;Zm00033ab374090;Zm00033ab123250;Zm00033ab123250;Zm00033ab123250;Zm00033ab123250;Zm00033ab317970;Zm00033ab317970;Zm00033ab212550;Zm00033ab212550;Zm00033ab212550;Zm00033ab212550;Zm00033ab212550;Zm00033ab212550;Zm00033ab266110;Zm00033ab266110;Zm00033ab292010;Zm00033ab292010;Zm00033ab426520;Zm00033ab426520;Zm00033ab426520;Zm00033ab426520;Zm00033ab426520;Zm00033ab426520;Zm00033ab426520;Zm00033ab396380;Zm00033ab140140;Zm00033ab140140;Zm00033ab007780;Zm00033ab007780;Zm00033ab334750;Zm00033ab334750;Zm00033ab334750;Zm00033ab334750;Zm00033ab334750;Zm00033ab318220;Zm00033ab318220;Zm00033ab318220;Zm00033ab318220;Zm00033ab318220;Zm00033ab141690;Zm00033ab141690;Zm00033ab141690;Zm00033ab141690;Zm00033ab107810;Zm00033ab141690;Zm00033ab349750;Zm00033ab040500;Zm00033ab005810;Zm00033ab005810;Zm00033ab005810;Zm00033ab199410;Zm00033ab357130;Zm00033ab275990;Zm00033ab216830;Zm00033ab216830;Zm00033ab216830;Zm00033ab086990;Zm00033ab086990;Zm00033ab216830;Zm00033ab009240;Zm00033ab259000;Zm00033ab259000;Zm00033ab259000;Zm00033ab259000;Zm00033ab432230;Zm00033ab085290;Zm00033ab085290;Zm00033ab412800;Zm00033ab085290;Zm00033ab085290;Zm00033ab412800;Zm00033ab412800;Zm00033ab085290;Zm00033ab412800;Zm00033ab377810;Zm00033ab377810;Zm00033ab377810;Zm00033ab377810;Zm00033ab377810;Zm00033ab252840;Zm00033ab095440;Zm00033ab095440;Zm00033ab252840;Zm00033ab252840;Zm00033ab160770;Zm00033ab252840;Zm00033ab095440;Zm00033ab160770;Zm00033ab252840;Zm00033ab160770
IPR001398	Macrophage migration inhibitory factor	Zm00033ab207230;Zm00033ab239860
IPR001404	Heat shock protein Hsp90 family	Zm00033ab335890;Zm00033ab335890;Zm00033ab199880;Zm00033ab199880;Zm00033ab443370;Zm00033ab145440;Zm00033ab280690;Zm00033ab280690;Zm00033ab289330;Zm00033ab289330;Zm00033ab289330;Zm00033ab289330;Zm00033ab289330;Zm00033ab335380;Zm00033ab335380;Zm00033ab036110;Zm00033ab107220;Zm00033ab107220;Zm00033ab107220;Zm00033ab211360;Zm00033ab211800;Zm00033ab241280;Zm00033ab241280;Zm00033ab241280;Zm00033ab241280;Zm00033ab241280;Zm00033ab241280;Zm00033ab241280;Zm00033ab241280
IPR001424	Superoxide dismutase, copper/zinc binding domain	Zm00033ab349900;Zm00033ab349900;Zm00033ab349900;Zm00033ab349900;Zm00033ab349900;Zm00033ab018020;Zm00033ab018020;Zm00033ab417250;Zm00033ab417250;Zm00033ab417250;Zm00033ab417250;Zm00033ab417250;Zm00033ab417250;Zm00033ab417250;Zm00033ab041190;Zm00033ab041190;Zm00033ab041190;Zm00033ab076990;Zm00033ab076990;Zm00033ab009790
IPR001433	Oxidoreductase FAD/NAD(P)-binding	Zm00033ab148380;Zm00033ab148380;Zm00033ab148380;Zm00033ab148380;Zm00033ab384290;Zm00033ab071370;Zm00033ab071370;Zm00033ab255790;Zm00033ab255790;Zm00033ab271310;Zm00033ab088480;Zm00033ab186480;Zm00033ab110800;Zm00033ab186480;Zm00033ab061040;Zm00033ab163190;Zm00033ab163190;Zm00033ab163190;Zm00033ab317640;Zm00033ab317640;Zm00033ab401310;Zm00033ab401310;Zm00033ab062990;Zm00033ab188300;Zm00033ab188300;Zm00033ab205430;Zm00033ab351900;Zm00033ab351900;Zm00033ab339890;Zm00033ab339890;Zm00033ab457780;Zm00033ab457780;Zm00033ab158390;Zm00033ab158390;Zm00033ab158390;Zm00033ab406300;Zm00033ab021080;Zm00033ab308710;Zm00033ab308710;Zm00033ab127590;Zm00033ab127590;Zm00033ab438640;Zm00033ab196060;Zm00033ab128900;Zm00033ab390500
IPR001440	Tetratricopeptide repeat 1	Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab041420;Zm00033ab018880;Zm00033ab010820;Zm00033ab010820;Zm00033ab010820;Zm00033ab365210;Zm00033ab365210;Zm00033ab054770;Zm00033ab054770;Zm00033ab054770;Zm00033ab054770;Zm00033ab301210;Zm00033ab301210;Zm00033ab301210;Zm00033ab301210;Zm00033ab301210;Zm00033ab358620;Zm00033ab152950;Zm00033ab152950;Zm00033ab152950;Zm00033ab152950;Zm00033ab152950;Zm00033ab152950;Zm00033ab152950;Zm00033ab386760;Zm00033ab386760;Zm00033ab270270;Zm00033ab169070;Zm00033ab169070;Zm00033ab169070;Zm00033ab079850;Zm00033ab079850;Zm00033ab079850;Zm00033ab079850;Zm00033ab079850;Zm00033ab079850;Zm00033ab318060;Zm00033ab379680;Zm00033ab379680;Zm00033ab123150;Zm00033ab255480;Zm00033ab255480;Zm00033ab255480;Zm00033ab255480;Zm00033ab296620;Zm00033ab296620;Zm00033ab032800;Zm00033ab032800;Zm00033ab032800;Zm00033ab270410;Zm00033ab270410;Zm00033ab270410;Zm00033ab078960;Zm00033ab078960;Zm00033ab078960;Zm00033ab078960;Zm00033ab197510;Zm00033ab197510;Zm00033ab197510;Zm00033ab197510;Zm00033ab255530;Zm00033ab063730;Zm00033ab171720;Zm00033ab125910;Zm00033ab124210
IPR001441	Decaprenyl diphosphate synthase-like	Zm00033ab388390;Zm00033ab388390;Zm00033ab388390;Zm00033ab397030;Zm00033ab396990;Zm00033ab396990;Zm00033ab325220;Zm00033ab339620;Zm00033ab318680;Zm00033ab318680;Zm00033ab396940
